,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
243,0.06,15,01,17:00:00,2017,입산자실화,산1-1,속달,군포,군포,경기,15,일요일,01,11:55:00,2017
244,0.01,15,04,11:40:00,2019,입산자실화,산15-7,소월,경산,와촌,경북,15,월요일,04,10:55:00,2019
245,0.03,12,04,12:31:00,2019,쓰레기소각,산35,중,목달,대전,12,금요일,04,12:15:00,2019,
246,0.16,05,04,11:45:00,2019,입산자실화,산76-4,창포,포항,북,경북,05,금요일,04,09:24:00,2019
247,0.01,07,04,09:45:00,2019,기타,산68,사하,감천,부산,07,일요일,04,09:14:00,2019,
248,0.01,06,04,13:00:00,2019,입산자실화,산222-1,동래,온천3,부산,06,토요일,04,11:39:00,2019,
249,4,05,04,18:00:00,2019,기타,산65-1,장안,기장,장안,부산,05,금요일,04,02:02:00,2019
250,0.01,13,04,17:30:00,2019,기타,산113,도봉,도봉,서울,13,토요일,04,13:46:00,2019,
251,0.09,16,04,18:00:00,2019,입산자실화,126-2(임),송현,고성,현내,강원,16,화요일,04,11:44:00,2019
252,0.2,17,04,14:51:00,2019,담뱃불실화,산53,삼옥,영월,영월,강원,17,수요일,04,13:52:00,2019
253,0.03,06,04,17:00:00,2019,쓰레기소각,산124,자매,진주,수곡,경남,06,토요일,04,13:08:00,2019
254,0.03,19,04,16:50:00,2019,쓰레기소각,산92-4,노곡,연천,백학,경기,19,금요일,04,14:53:00,2019
255,0.1,18,04,14:10:00,2019,주택화재비화,산44-2,유성,성북,대전,18,목요일,04,13:24:00,2019,
256,0.1,17,04,12:15:00,2019,기타,1-7(임),신천,가평,설악,경기,17,수요일,04,10:35:00,2019
257,0.15,15,04,18:28:00,2019,기타,산23-9,위,안동,임동,경북,15,월요일,04,17:10:00,2019
258,0.57,12,04,23:10:00,2019,기타,산48-1,웅진,양구,양구,강원,12,금요일,04,20:58:00,2019
259,0.5,08,04,18:00:00,2019,입산자실화,산37-1,관대,인제,남,강원,08,월요일,04,14:45:00,2019
260,0.01,20,04,16:40:00,2019,입산자실화,산56-1,태평,임실,성수,전북,20,토요일,04,15:50:00,2019
261,0.02,22,04,17:30:00,2019,기타,산143-1,차산,남양주,화도,경기,22,월요일,04,15:30:00,2019
262,0.05,06,05,18:00:00,2019,입산자실화,산162,범왕,하동,화개,경남,06,월요일,05,13:44:00,2019
263,1.5,07,05,18:30:00,2019,기타,산116-1,중암,여주,북내,경기,07,화요일,05,16:07:00,2019
264,0.4,09,05,00:00:00,2019,기타,산9-1,서,시천,인천,09,목요일,05,20:45:00,2019,
265,0.05,11,05,14:10:00,2019,입산자실화,산136외,동곡,광양,옥룡,전남,11,토요일,05,12:28:00,2019
266,0.01,12,05,12:51:00,2019,입산자실화,산202,매남,경산,용성,경북,12,일요일,05,11:43:00,2019
267,0.05,13,05,22:25:00,2019,기타,산3-1,황산,함양,서하,경남,13,월요일,05,19:11:00,2019
268,0.01,17,05,10:00:00,2019,기타,산112-20,용정,남양주,진건,경기,17,금요일,05,09:12:00,2019
269,0.16,04,05,14:30:00,2019,기타,산150-2임,남포,옹진,백령,인천,04,토요일,05,13:10:00,2019
270,0.1,12,05,02:45:00,2019,입산자실화,산51,지소,청송,안덕,경북,11,토요일,05,22:24:00,2019
271,0.03,13,05,06:30:00,2019,입산자실화,산21,공암,공주,반포,충남,13,월요일,05,04:30:00,2019
272,0.2,15,05,16:00:00,2019,입산자실화,산45,어곡,고령,성산,경북,15,수요일,05,11:20:00,2019
273,0.01,21,05,12:24:00,2019,입산자실화,산179,대전,포항,송라,경북,21,화요일,05,11:28:00,2019
274,0.06,11,05,10:12:00,2019,입산자실화,334-5,송림,화성,남양,경기,11,토요일,05,08:51:00,2019
275,0.06,09,05,13:00:00,2019,입산자실화,산28-1,보령,죽정,충남,09,목요일,05,11:40:00,2019,
276,2,07,05,18:00:00,2019,입산자실화,산1-1,품걸,춘천,동,강원,07,화요일,05,11:47:00,2019
277,0.01,06,05,15:30:00,2019,입산자실화,산71-2,임평,장수,계북,전북,06,월요일,05,10:45:00,2019
278,0.01,03,05,12:00:00,2019,입산자실화,산10,모화,경주,외동,경북,03,금요일,05,11:00:00,2019
279,0.3,22,04,14:35:00,2019,기타,산42,삼항,청주,가덕,충북,22,월요일,04,13:48:00,2019
280,0.06,20,04,14:15:00,2019,담뱃불실화,산75-3,금곡,평택,안중,경기,20,토요일,04,13:33:00,2019
281,0.01,18,05,23:15:00,2019,기타,산127-1,화악,가평,북,경기,18,토요일,05,22:15:00,2019
282,0.05,15,05,04:10:00,2019,입산자실화,산6-1,신흥,아산,배방,충남,15,수요일,05,01:55:00,2019
283,0.08,12,05,22:00:00,2019,쓰레기소각,산80-3,금곡,파주,법원,경기,12,일요일,05,20:03:00,2019
284,0.2,11,05,21:00:00,2019,입산자실화,산224,임초,가평,상,경기,11,토요일,05,15:50:00,2019
285,0.1,11,05,07:30:00,2019,입산자실화,산32,두산,영주,봉현,경북,10,금요일,05,23:55:00,2019
286,0.1,06,05,19:20:00,2019,입산자실화,산187-1,흥양,원주,소초,강원,06,월요일,05,17:50:00,2019
287,0.02,05,05,19:00:00,2019,입산자실화,산23,사상,괘법,부산,05,일요일,05,18:20:00,2019,
288,0.2,02,05,16:25:00,2019,입산자실화,287-5,강촌,춘천,남산,강원,02,목요일,05,14:21:00,2019
289,0.26,22,04,13:31:00,2019,쓰레기소각,산424,용담,화천,사내,강원,22,월요일,04,12:19:00,2019
290,0.01,08,05,19:50:00,2019,기타,산66-1,상동,가평,상,경기,08,수요일,05,18:55:00,2019
291,0.02,09,05,20:40:00,2019,입산자실화,산19-84,신암,영양,수비,경북,09,목요일,05,19:11:00,2019
292,0.01,07,05,17:40:00,2019,기타,600,임초,가평,상,경기,07,화요일,05,16:33:00,2019
293,0.01,11,05,11:54:00,2019,기타,산128-48,중,운북,인천,11,토요일,05,11:31:00,2019,
294,0.01,11,05,13:45:00,2019,입산자실화,산46-1,반계,상주,모동,경북,11,토요일,05,13:08:00,2019
295,0.05,12,05,11:10:00,2019,기타,산44-3,유성,대,대전,12,일요일,05,09:21:00,2019,
296,0.3,21,04,16:00:00,2019,입산자실화,산214,산음,양평,단월,경기,21,일요일,04,10:57:00,2019
297,0.01,23,04,12:10:00,2019,기타,산8,임천,밀양,삼랑진,경남,23,화요일,04,10:55:00,2019
298,1.9,07,05,18:30:00,2019,기타,산53,풍암,홍천,서석,강원,07,화요일,05,15:40:00,2019
299,0.01,04,05,15:15:00,2019,입산자실화,산89-1(임),무갑,광주,초월,경기,04,토요일,05,14:10:00,2019
300,0.2,06,05,15:10:00,2019,입산자실화,산4-17,월호,서천,서,충남,06,월요일,05,13:18:00,2019
301,0.1,20,04,17:06:00,2019,쓰레기소각,산166,사산,무주,적상,전북,20,토요일,04,15:30:00,2019
302,0.5,20,04,19:32:00,2019,기타,산118,여천,단양,가곡,충북,20,토요일,04,17:07:00,2019
303,0.01,22,04,16:50:00,2019,입산자실화,산19-1,무릉,괴산,청천,충북,22,월요일,04,15:02:00,2019
304,0.01,23,04,09:50:00,2019,기타,산11,존도,문경,산양,경북,23,화요일,04,08:53:00,2019
305,0.05,03,05,16:01:00,2019,입산자실화,산1-1,춘천,석사,강원,03,금요일,05,14:44:00,2019,
306,0.05,05,05,04:45:00,2019,입산자실화,산1-1,춘천,석사,강원,05,일요일,05,03:22:00,2019,
307,0.02,06,05,14:58:00,2019,입산자실화,산317-1,군업,홍천,화촌,강원,06,월요일,05,14:08:00,2019
308,0.09,08,05,07:00:00,2019,입산자실화,산60,화성,목,경기,08,수요일,05,04:59:00,2019,
309,0.2,12,05,18:00:00,2019,기타,산21-1,삼산,청주,낭성,충북,12,일요일,05,16:32:00,2019
310,0.28,11,05,19:20:00,2019,입산자실화,산260,두미,홍천,서,강원,11,토요일,05,17:50:00,2019
311,0.1,11,05,16:20:00,2019,입산자실화,산82,방제,정선,신동,강원,11,토요일,05,14:36:00,2019
312,0.09,11,05,10:00:00,2019,입산자실화,118-16,화성,목,경기,11,토요일,05,05:05:00,2019,
313,0.06,10,05,12:10:00,2019,입산자실화,430-2(임),송림,화성,남양,경기,10,금요일,05,10:50:00,2019
314,0.2,09,05,06:46:00,2019,기타,산39,대신,청주,미원,충북,09,목요일,05,03:55:00,2019
315,0.03,08,05,15:00:00,2019,입산자실화,산82-1,동,동부,울산,08,수요일,05,11:28:00,2019,
316,0.09,07,05,11:38:00,2019,기타,산7-1,동두천,상패,경기,07,화요일,05,10:06:00,2019,
317,0.01,06,05,17:05:00,2019,입산자실화,산72,보석,군산,임피,전북,06,월요일,05,14:10:00,2019
318,0.03,06,05,11:25:00,2019,입산자실화,산6,산수,서산,해미,충남,06,월요일,05,10:19:00,2019
319,0.15,05,05,12:30:00,2019,입산자실화,산222,삽교,횡성,둔내,강원,05,일요일,05,11:40:00,2019
320,0.02,02,05,17:10:00,2019,주택화재비화,산21,유현,횡성,성원,강원,02,목요일,05,16:28:00,2019
321,0.01,23,04,15:40:00,2019,기타,647,상번천,광주,남한산성,경기,23,화요일,04,14:15:00,2019
322,0.04,22,04,16:30:00,2019,기타,산25,강동,길,서울,22,월요일,04,13:45:00,2019,
323,2.53,22,04,02:00:00,2019,입산자실화,산127,갈면,울진,매화,경북,21,일요일,04,11:31:00,2019
324,0.1,12,05,23:20:00,2019,기타,산125,양동,김해,주촌,경남,12,일요일,05,21:16:00,2019
325,0.15,14,05,15:50:00,2019,주택화재비화,산24,마룡,양평,용문,경기,14,화요일,05,09:04:00,2019
326,0.03,10,05,12:00:00,2019,입산자실화,산144-1,중,다운,울산,10,금요일,05,10:21:00,2019,
327,2,11,05,21:00:00,2019,기타,산77,동두천,탑동,경기,11,토요일,05,14:24:00,2019,
328,0.01,12,05,14:00:00,2019,쓰레기소각,산35-13,도갑,영암,군서,전남,12,일요일,05,13:21:00,2019
329,0.01,14,05,09:53:00,2019,입산자실화,산22-1,하송,포항,송라,경북,14,화요일,05,08:30:00,2019
330,0.03,18,05,00:15:00,2019,입산자실화,463-10,물한,안동,북후,경북,17,금요일,05,23:14:00,2019
331,0.1,12,05,12:50:00,2019,기타,산127,가사,정선,신동,강원,12,일요일,05,11:59:00,2019
332,0.01,13,05,17:00:00,2019,기타,산28-1,신왕,평택,현덕,경기,13,월요일,05,15:59:00,2019
333,0.3,13,05,23:26:00,2019,입산자실화,산12,가곡,상주,외서,경북,13,월요일,05,20:40:00,2019
334,0.02,16,05,17:30:00,2019,기타,산1,유천,평창,대관령,강원,16,목요일,05,15:55:00,2019
335,0.01,17,05,15:00:00,2019,입산자실화,산254-4,중,성안,울산,17,금요일,05,14:01:00,2019,
336,0.01,19,05,14:51:00,2019,입산자실화,산192,하시동,강릉,강동,강원,19,일요일,05,14:20:00,2019
337,0.04,18,05,15:30:00,2019,기타,1353,호매실,수원,권선,경기,18,토요일,05,14:38:00,2019
338,0.01,15,05,09:40:00,2019,기타,산67-25,남양주,금곡,경기,15,수요일,05,08:55:00,2019,
339,0.05,06,05,17:00:00,2019,입산자실화,산40-1,기산,장흥,안양,전남,06,월요일,05,13:55:00,2019
340,0.01,21,04,20:25:00,2019,입산자실화,산8-1,신화,아산,영인,충남,21,일요일,04,19:15:00,2019
341,0.02,13,05,14:30:00,2019,기타,251-7(임),대반,평택,안중,경기,13,월요일,05,13:40:00,2019
342,0.01,12,05,22:00:00,2019,입산자실화,산50,오남,남양주,오남,경기,12,일요일,05,20:00:00,2019
343,0.01,12,05,07:00:00,2019,입산자실화,산114-2,해운대,좌,부산,12,일요일,05,03:18:00,2019,
344,0.02,11,05,17:50:00,2019,입산자실화,산38-7,용담,양평,양서,경기,11,토요일,05,15:35:00,2019
345,0.01,11,05,11:00:00,2019,입산자실화,산72,문거,청송,안덕,경북,11,토요일,05,09:35:00,2019
346,0.3,10,05,20:00:00,2019,입산자실화,산39-1,궁항,진안,부귀,전북,10,금요일,05,16:33:00,2019
347,0.01,09,05,12:54:00,2019,기타,산28-3,백석,파주,파주,경기,09,목요일,05,12:09:00,2019
348,0.2,16,05,15:42:00,2019,기타,산311,세량,화순,화순,전남,16,목요일,05,13:56:00,2019
349,0.1,18,05,19:40:00,2019,입산자실화,산102-4,대부복,안산,단원,경기,18,토요일,05,15:31:00,2019
350,0.5,22,05,17:30:00,2019,기타,산2,후,여주,산북,경기,22,수요일,05,14:39:00,2019
351,0.01,08,05,13:20:00,2019,기타,산48-4,문봉,고양,일산동,경기,08,수요일,05,12:12:00,2019
352,0.03,20,04,17:40:00,2019,기타,산10-4,하신,공주,반포,충남,20,토요일,04,14:19:00,2019
353,1,07,05,14:30:00,2019,기타,산156,가양,포천,창수,경기,07,화요일,05,11:59:00,2019
354,0.5,06,05,16:50:00,2019,쓰레기소각,산4-1,설계,영동,영동,충북,06,월요일,05,14:37:00,2019
355,0.15,06,05,13:50:00,2019,쓰레기소각,산155,갈운,양평,청운,경기,06,월요일,05,11:38:00,2019
356,5.2,05,05,22:00:00,2019,기타,산21,소치,인제,남,강원,05,일요일,05,14:25:00,2019
357,0.5,03,05,16:00:00,2019,기타,산6-2,대자,고양,덕양,경기,03,금요일,05,12:04:00,2019
358,0.01,02,05,14:00:00,2019,기타,139(임),삼거,연천,군남,경기,02,목요일,05,11:58:00,2019
359,0.02,22,04,15:50:00,2019,기타,산68-5,시흥,논곡,경기,22,월요일,04,14:11:00,2019,
360,0.03,14,05,16:30:00,2019,입산자실화,산97,북,천곡,울산,14,화요일,05,15:02:00,2019,
361,0.2,04,06,15:26:00,2019,입산자실화,산408,화암,정선,화암,강원,04,화요일,06,14:14:00,2019
362,0.76,06,06,14:50:00,2019,기타,산124,강교,경주,안강,경북,06,목요일,06,12:15:00,2019
363,0.1,04,07,18:00:00,2019,쓰레기소각,산10-1,송천,남양주,조안,경기,04,목요일,07,13:32:00,2019
364,0.1,03,06,16:00:00,2019,기타,산66-3,능내,남양주,조안,경기,03,월요일,06,12:49:00,2019
365,4.7,27,05,06:35:00,2019,기타,산82-2,사천,안동,녹전,경북,26,일요일,05,17:46:00,2019
366,0.2,25,05,19:00:00,2019,입산자실화,산24,동원,영주,단산,경북,25,토요일,05,16:45:00,2019
367,0.03,08,07,18:00:00,2019,기타,산39-9,하대원,성남,중원,경기,08,월요일,07,13:11:00,2019
368,0.05,06,07,17:25:00,2019,입산자실화,산169-1,삼송,서산,해미,충남,06,토요일,07,15:58:00,2019
369,0.1,23,05,12:30:00,2019,쓰레기소각,산130,소로,봉화,춘양,경북,23,목요일,05,10:05:00,2019
370,1,23,05,20:30:00,2019,입산자실화,산113,동,진인,대구,23,목요일,05,15:59:00,2019,
371,0.07,07,07,17:10:00,2019,주택화재비화,산352,갑천,횡성,청일,강원,07,일요일,07,16:04:00,2019
372,0.18,06,07,20:00:00,2019,주택화재비화,산144-1,녹천,공주,유구,충남,06,토요일,07,15:21:00,2019
373,0.01,12,06,16:28:00,2019,입산자실화,산10,평사,경산,진량,경북,12,수요일,06,15:23:00,2019
374,0.04,06,06,12:08:00,2019,기타,199-2,강북,우이,서울,06,목요일,06,10:11:00,2019,
375,0.03,04,06,13:25:00,2019,주택화재비화,산58-1,고은,안성,일죽,경기,04,화요일,06,10:40:00,2019
376,0.03,02,06,18:50:00,2019,입산자실화,산73-1,시산,예산,대술,충남,02,일요일,06,18:00:00,2019
377,0.05,24,05,05:40:00,2019,기타,226-136(임),덕은,파주,월롱,경기,24,금요일,05,00:22:00,2019
378,1.07,31,05,05:20:00,2019,쓰레기소각,산23,전동,경주,감포,경북,31,금요일,05,02:50:00,2019
379,0.18,05,06,20:00:00,2019,입산자실화,산20-1,제내,경주,외동,경북,05,수요일,06,17:00:00,2019
380,0.1,06,07,17:30:00,2019,입산자실화,산17,성당,익산,성당,전북,06,토요일,07,14:45:00,2019
381,0.6,09,07,21:10:00,2019,기타,산48,창원,영월,남,강원,09,화요일,07,18:39:00,2019
382,0.03,26,05,14:10:00,2019,기타,산6,산수,서산,해미,충남,26,일요일,05,12:41:00,2019
383,0.1,24,05,14:30:00,2019,입산자실화,산260,정양,영월,영월,강원,24,금요일,05,12:59:00,2019
384,0.2,09,07,16:35:00,2019,기타,산260,진목,포천,내촌,경기,09,화요일,07,14:17:00,2019
385,0.03,08,07,18:36:00,2019,기타,산3-3,하남,초이,경기,08,월요일,07,17:07:00,2019,
386,0.01,06,07,13:00:00,2019,기타,산1-4임,금남,성덕,세종,06,토요일,07,11:45:00,2019,
387,0.03,05,07,16:30:00,2019,입산자실화,산10,영전,태안,소원,충남,05,금요일,07,14:14:00,2019
388,0.02,05,06,16:20:00,2019,기타,산46-1,교동,울주,삼남,울산,05,수요일,06,15:53:00,2019
389,0.5,05,06,15:26:00,2019,기타,산20,달신,군위,우보,경북,05,수요일,06,12:10:00,2019
390,0.3,26,05,03:00:00,2019,입산자실화,산169,정읍,쌍암,전북,25,토요일,05,23:51:00,2019,
391,0.01,03,06,21:30:00,2019,주택화재비화,산44-1,도심,봉화,춘양,경북,03,월요일,06,19:21:00,2019
392,0.03,06,06,15:39:00,2019,쓰레기소각,산59-1,아사,경산,진량,경북,06,목요일,06,13:32:00,2019
393,0.02,07,07,17:00:00,2019,기타,산394-5,고천,강화,내가,인천,07,일요일,07,15:50:00,2019
394,0.1,31,05,01:10:00,2019,기타,251-31,냉정,강화,선원,인천,30,목요일,05,23:54:00,2019
395,0.01,26,05,15:20:00,2019,기타,산87,어석,이천,장호원,경기,26,일요일,05,13:22:00,2019
396,0.01,04,06,14:20:00,2019,담뱃불실화,산22,율,성남,분당,경기,04,화요일,06,12:34:00,2019
397,0.09,25,06,21:56:00,2019,입산자실화,산27-90,화성,영천,경기,25,화요일,06,19:53:00,2019,
398,0.01,09,07,16:00:00,2019,담뱃불실화,산20-1,용암,원주,귀래,강원,09,화요일,07,13:49:00,2019
399,0.25,06,07,19:50:00,2019,입산자실화,산216-5,이곡,태안,원북,충남,06,토요일,07,10:22:00,2019
400,0.1,08,07,12:45:00,2019,기타,산90-2,성산,원주,신림,강원,08,월요일,07,09:38:00,2019
401,0.1,23,05,14:38:00,2019,입산자실화,산250,문래,정선,임계,강원,23,목요일,05,12:37:00,2019
402,0.01,30,05,21:00:00,2019,입산자실화,산32,두산,영주,봉현,경북,30,목요일,05,18:45:00,2019
403,1.2,06,06,13:32:00,2019,입산자실화,산174,오산,무주,무주,전북,05,수요일,06,14:41:00,2019
404,0.02,11,08,14:30:00,2019,주택화재비화,산122-1,대산,공주,정산,충남,11,일요일,08,12:00:00,2019
405,0.08,26,08,18:00:00,2019,입산자실화,산102,검산,홍천,서석,강원,26,월요일,08,12:10:00,2019
406,0.22,23,08,14:15:00,2019,기타,산7-1,석화,횡성,서원,강원,23,금요일,08,12:31:00,2019
407,0.01,26,08,16:50:00,2019,기타,산120,석정,평택,포승,경기,26,월요일,08,16:22:00,2019
408,0.02,19,09,16:20:00,2019,쓰레기소각,6-4,녹도,보령,오천,충남,19,목요일,09,10:38:00,2019
409,0.16,30,09,18:00:00,2019,입산자실화,산267,도평,포천,이동,경기,29,일요일,09,17:42:00,2019
410,0.02,03,01,00:05:00,2018,기타,산43-1(임),강서,화곡,서울,02,화요일,01,22:12:00,2018,
411,50,02,01,19:00:00,2018,기타,산145,기룡,기장,장안,부산,01,월요일,01,21:46:00,2018
412,0.01,02,01,22:30:00,2018,입산자실화,산128-1,교항,원주,소초,강원,02,화요일,01,20:40:00,2018
413,0.1,06,01,07:40:00,2018,입산자실화,산31-3,사하,감천,부산,06,토요일,01,03:06:00,2018,
414,0.04,06,01,17:10:00,2018,기타,산18,사천,무안,몽탄,전남,06,토요일,01,15:05:00,2018
415,0.02,06,01,18:45:00,2018,주택화재비화,산148,월흥,고성,하이,경남,06,토요일,01,15:50:00,2018
416,0.06,08,01,14:25:00,2018,기타,134-4(임),서,대곡,인천,08,월요일,01,13:46:00,2018,
417,0.01,06,01,06:50:00,2018,입산자실화,산4-1,유평,산청,삼장,경남,06,토요일,01,05:27:00,2018
418,0.02,10,01,22:40:00,2018,주택화재비화,산11,월,양양,양양,강원,10,수요일,01,21:38:00,2018
419,0.2,03,01,15:30:00,2018,입산자실화,산37-1,온천,공주,반포,충남,03,수요일,01,12:25:00,2018
420,0.1,03,01,16:30:00,2018,담뱃불실화,산40-2,우계,예천,예천,경북,03,수요일,01,14:15:00,2018
421,0.1,14,01,13:54:00,2018,쓰레기소각,산57-1,금암,칠곡,동명,경북,14,일요일,01,12:30:00,2018
422,1.2,15,01,05:30:00,2018,주택화재비화,산207외14필,화일,양양,양양,강원,14,일요일,01,19:53:00,2018
423,0.04,16,01,04:00:00,2018,기타,176-120,광진,중곡,서울,16,화요일,01,00:20:00,2018,
424,0.03,25,01,13:35:00,2018,기타,산24-1,봉두,여수,소라,전남,25,목요일,01,11:47:00,2018
425,0.05,25,01,17:50:00,2018,입산자실화,산16,용동,해남,옥천,전남,25,목요일,01,15:25:00,2018
426,0.01,25,01,15:30:00,2018,입산자실화,산27-3,소계,창원,의창,경남,25,목요일,01,14:58:00,2018
427,0.01,26,01,15:10:00,2018,주택화재비화,산47,우동,통영,광도,경남,26,금요일,01,13:20:00,2018
